"frequency";"R1";"R2";"r S[3,1]";"i S[3,1]"
2.35873e+09;50;1;0.629377;0.147665
2.44117e+09;50;1;0.63379;0.138105
2.5265e+09;50;1;0.637771;0.127947
2.61481e+09;50;1;0.641089;0.117243
2.7062e+09;50;1;0.643529;0.106143
2.80079e+09;50;1;0.644945;0.0948898
2.89868e+09;50;1;0.645302;0.0837724
3e+09;50;1;0.644684;0.0730661
1e+08;10000;1;0.0205905;0.00646779
1.03495e+08;10000;1;0.0251545;0.00632826
1.07113e+08;10000;1;0.0306645;0.00576362
1.10857e+08;10000;1;0.0372904;0.00457463
1.14731e+08;10000;1;0.0452192;0.00248802
1.18741e+08;10000;1;0.0546488;-0.000868678
1.22892e+08;10000;1;0.0657735;-0.00600013
1.27187e+08;10000;1;0.0787577;-0.0135857
1.31633e+08;10000;1;0.0936887;-0.0245328
1.36233e+08;10000;1;0.110496;-0.0400392
1.40995e+08;10000;1;0.128815;-0.0616582
1.45923e+08;10000;1;0.147769;-0.0913465
1.51024e+08;10000;1;0.165627;-0.131444
1.56302e+08;10000;1;0.179309;-0.184486
1.61765e+08;10000;1;0.183763;-0.252651
1.6742e+08;10000;1;0.171415;-0.336569
1.73271e+08;10000;1;0.132266;-0.433233
1.79328e+08;10000;1;0.0557701;-0.533319
1.85596e+08;10000;1;-0.0644646;-0.619635
1.92083e+08;10000;1;-0.224146;-0.669947
1.98796e+08;10000;1;-0.404985;-0.665798
2.05745e+08;10000;1;-0.580081;-0.602377
2.12936e+08;10000;1;-0.725653;-0.490687
2.20379e+08;10000;1;-0.829557;-0.350302
2.28081e+08;10000;1;-0.891377;-0.200051
2.36053e+08;10000;1;-0.917472;-0.0530819
2.44304e+08;10000;1;-0.916129;0.0834476
2.52843e+08;10000;1;-0.894873;0.20664
2.61681e+08;10000;1;-0.859602;0.316022
2.70827e+08;10000;1;-0.814617;0.41227
2.80293e+08;10000;1;-0.762967;0.496489
2.9009e+08;10000;1;-0.706803;0.569855
3.00229e+08;10000;1;-0.647663;0.633466
3.10723e+08;10000;1;-0.586675;0.688296
3.21584e+08;10000;1;-0.524688;0.735198
3.32824e+08;10000;1;-0.462362;0.774918
3.44457e+08;10000;1;-0.400222;0.808114
3.56497e+08;10000;1;-0.338693;0.835378
3.68957e+08;10000;1;-0.278122;0.857246
3.81853e+08;10000;1;-0.218793;0.87421
3.952e+08;10000;1;-0.160936;0.886727
4.09013e+08;10000;1;-0.104736;0.89522
4.23309e+08;10000;1;-0.0503355;0.900084
4.38105e+08;10000;1;0.00215669;0.90169
4.53418e+08;10000;1;0.0526637;0.900379
4.69266e+08;10000;1;0.101136;0.896472
4.85668e+08;10000;1;0.147547;0.890264
5.02643e+08;10000;1;0.191892;0.882029
5.20212e+08;10000;1;0.234181;0.872019
5.38394e+08;10000;1;0.274441;0.860464
5.57212e+08;10000;1;0.31271;0.847576
5.76688e+08;10000;1;0.349034;0.833547
5.96845e+08;10000;1;0.383469;0.818553
6.17706e+08;10000;1;0.416076;0.802751
6.39297e+08;10000;1;0.446919;0.786286
6.61642e+08;10000;1;0.476069;0.769285
6.84768e+08;10000;1;0.503594;0.751864
7.08702e+08;10000;1;0.529567;0.734126
7.33473e+08;10000;1;0.55406;0.716164
7.5911e+08;10000;1;0.577144;0.69806
7.85643e+08;10000;1;0.598891;0.679887
8.13103e+08;10000;1;0.61937;0.661707
8.41523e+08;10000;1;0.63865;0.643579
8.70936e+08;10000;1;0.656798;0.625552
9.01377e+08;10000;1;0.673878;0.607668
9.32883e+08;10000;1;0.689954;0.589966
9.65489e+08;10000;1;0.705086;0.572477
9.99236e+08;10000;1;0.719335;0.55523
1.03416e+09;10000;1;0.732757;0.538248
1.07031e+09;10000;1;0.745409;0.521552
1.10772e+09;10000;1;0.757345;0.505158
1.14644e+09;10000;1;0.768617;0.489079
1.18651e+09;10000;1;0.779277;0.473326
1.22798e+09;10000;1;0.789377;0.457907
1.2709e+09;10000;1;0.798966;0.442827
1.31532e+09;10000;1;0.808095;0.42809
1.36129e+09;10000;1;0.816814;0.413696
1.40887e+09;10000;1;0.825175;0.399643
1.45812e+09;10000;1;0.83323;0.385924
1.50908e+09;10000;1;0.841034;0.372529
1.56183e+09;10000;1;0.848643;0.359446
1.61642e+09;10000;1;0.856117;0.346652
1.67292e+09;10000;1;0.863521;0.334119
1.73139e+09;10000;1;0.87092;0.321808
1.79191e+09;10000;1;0.878384;0.309664
1.85454e+09;10000;1;0.885985;0.297615
1.91936e+09;10000;1;0.893791;0.285564
1.98644e+09;10000;1;0.901862;0.273384
2.05587e+09;10000;1;0.91024;0.260913
2.12773e+09;10000;1;0.918931;0.247948
2.2021e+09;10000;1;0.927883;0.234249
2.27907e+09;10000;1;0.936956;0.219552
2.35873e+09;10000;1;0.945898;0.203602
2.44117e+09;10000;1;0.954323;0.186206
2.5265e+09;10000;1;0.961728;0.167311
2.61481e+09;10000;1;0.967553;0.147072
2.7062e+09;10000;1;0.971296;0.125895
2.80079e+09;10000;1;0.97264;0.104397
2.89868e+09;10000;1;0.971553;0.0832908
3e+09;10000;1;0.968299;0.0632268
1e+08;50;10000;0.000151558;-4.65505e-05
1.03495e+08;50;10000;0.000173358;-6.88972e-05
1.07113e+08;50;10000;0.000196192;-9.76667e-05
1.10857e+08;50;10000;0.000219249;-0.000134112
1.14731e+08;50;10000;0.000241331;-0.000179546
1.18741e+08;50;10000;0.000260766;-0.000235255
1.22892e+08;50;10000;0.000275333;-0.000302378
1.27187e+08;50;10000;0.000282212;-0.000381726
1.31633e+08;50;10000;0.00027798;-0.00047357
1.36233e+08;50;10000;0.000258681;-0.000577381
1.40995e+08;50;10000;0.000220003;-0.000691565
1.45923e+08;50;10000;0.000157565;-0.000813232
1.51024e+08;50;10000;6.73315e-05;-0.00093804
1.56302e+08;50;10000;-5.389e-05;-0.0010602
1.61765e+08;50;10000;-0.000207917;-0.00117265
1.6742e+08;50;10000;-0.000394715;-0.00126749
1.73271e+08;50;10000;-0.00061208;-0.00133653
1.79328e+08;50;10000;-0.000855538;-0.00137205
1.85596e+08;50;10000;-0.00111853;-0.00136747
1.92083e+08;50;10000;-0.00139285;-0.00131801
1.98796e+08;50;10000;-0.00166925;-0.00122106
2.05745e+08;50;10000;-0.00193814;-0.00107639
2.12936e+08;50;10000;-0.00219029;-0.000886038
2.20379e+08;50;10000;-0.0024174;-0.00065405
2.28081e+08;50;10000;-0.00261252;-0.000386062
2.36053e+08;50;10000;-0.00277033;-8.8819e-05
2.44304e+08;50;10000;-0.00288721;0.00023031
2.52843e+08;50;10000;-0.00296124;0.000563772
2.61681e+08;50;10000;-0.00299204;0.000904204
2.70827e+08;50;10000;-0.00298056;0.00124473
2.80293e+08;50;10000;-0.00292891;0.00157917
2.9009e+08;50;10000;-0.00284001;0.00190219
3.00229e+08;50;10000;-0.00271744;0.00220935
3.10723e+08;50;10000;-0.00256518;0.00249711
3.21584e+08;50;10000;-0.00238737;0.00276287
3.32824e+08;50;10000;-0.00218822;0.0030048
3.44457e+08;50;10000;-0.00197183;0.00322184
3.56497e+08;50;10000;-0.00174206;0.00341357
3.68957e+08;50;10000;-0.00150253;0.00358011
3.81853e+08;50;10000;-0.0012565;0.00372202
3.952e+08;50;10000;-0.00100689;0.00384023
4.09013e+08;50;10000;-0.000756252;0.0039359
4.23309e+08;50;10000;-0.000506781;0.00401038
4.38105e+08;50;10000;-0.000260327;0.00406517
4.53418e+08;50;10000;-1.84276e-05;0.00410179
4.69266e+08;50;10000;0.000217675;0.0041218
4.85668e+08;50;10000;0.000446996;0.00412676
5.02643e+08;50;10000;0.000668784;0.00411816
5.20212e+08;50;10000;0.000882487;0.00409745
5.38394e+08;50;10000;0.00108773;0.00406598
5.57212e+08;50;10000;0.00128428;0.00402505
5.76688e+08;50;10000;0.00147202;0.00397584
5.96845e+08;50;10000;0.00165097;0.00391945
6.17706e+08;50;10000;0.00182119;0.00385689
6.39297e+08;50;10000;0.00198283;0.00378909
6.61642e+08;50;10000;0.00213611;0.00371688
6.84768e+08;50;10000;0.00228125;0.00364101
7.08702e+08;50;10000;0.00241854;0.00356217
7.33473e+08;50;10000;0.00254828;0.00348096
7.5911e+08;50;10000;0.00267078;0.00339794
7.85643e+08;50;10000;0.00278636;0.00331358
8.13103e+08;50;10000;0.00289537;0.00322832
8.41523e+08;50;10000;0.00299813;0.00314254
8.70936e+08;50;10000;0.00309498;0.00305658
9.01377e+08;50;10000;0.00318624;0.00297072
9.32883e+08;50;10000;0.00327225;0.00288523
9.65489e+08;50;10000;0.00335333;0.00280033
9.99236e+08;50;10000;0.00342979;0.00271621
1.03416e+09;50;10000;0.00350193;0.00263305
1.07031e+09;50;10000;0.00357007;0.00255098
1.10772e+09;50;10000;0.00363449;0.00247013
1.14644e+09;50;10000;0.0036955;0.00239059
1.18651e+09;50;10000;0.00375339;0.00231246
1.22798e+09;50;10000;0.00380843;0.00223579
1.2709e+09;50;10000;0.00386094;0.00216063
1.31532e+09;50;10000;0.00391119;0.00208702
1.36129e+09;50;10000;0.00395949;0.00201496
1.40887e+09;50;10000;0.00400616;0.00194446
1.45812e+09;50;10000;0.00405151;0.00187549
1.50908e+09;50;10000;0.00409589;0.00180798
1.56183e+09;50;10000;0.00413966;0.00174184
1.61642e+09;50;10000;0.00418322;0.00167694
1.67292e+09;50;10000;0.00422697;0.00161307
1.73139e+09;50;10000;0.00427138;0.00154996
1.79191e+09;50;10000;0.0043169;0.00148723
1.85454e+09;50;10000;0.00436403;0.00142434
1.91936e+09;50;10000;0.00441324;0.00136059
1.98644e+09;50;10000;0.00446493;0.00129505
2.05587e+09;50;10000;0.00451937;0.0012265
2.12773e+09;50;10000;0.00457656;0.00115343
2.2021e+09;50;10000;0.00463605;0.00107405
2.27907e+09;50;10000;0.00469674;0.00098638
2.35873e+09;50;10000;0.00475663;0.000888508
2.44117e+09;50;10000;0.00481273;0.000779025
2.5265e+09;50;10000;0.00486113;0.000657599
2.61481e+09;50;10000;0.0048975;0.000525552
2.7062e+09;50;10000;0.00491801;0.000386137
2.80079e+09;50;10000;0.00492033;0.000244228
2.89868e+09;50;10000;0.00490439;0.000105373
3e+09;50;10000;0.0048724;-2.54467e-05
1e+08;10000;10000;0.00012266;-0.000243042
1.03495e+08;10000;10000;0.000123271;-0.000284962
1.07113e+08;10000;10000;0.000120463;-0.000332597
1.10857e+08;10000;10000;0.000113177;-0.000386349
1.14731e+08;10000;10000;0.000100154;-0.000446535
1.18741e+08;10000;10000;7.99203e-05;-0.000513339
1.22892e+08;10000;10000;5.07846e-05;-0.00058676
1.27187e+08;10000;10000;1.0836e-05;-0.000666543
1.31633e+08;10000;10000;-4.20372e-05;-0.000752105
1.36233e+08;10000;10000;-0.000110111;-0.000842459
1.40995e+08;10000;10000;-0.000195769;-0.000936122
1.45923e+08;10000;10000;-0.000301412;-0.00103104
1.51024e+08;10000;10000;-0.00042934;-0.0011245
1.56302e+08;10000;10000;-0.000581604;-0.00121313
1.61765e+08;10000;10000;-0.000759823;-0.00129279
1.6742e+08;10000;10000;-0.000964981;-0.00135871
1.73271e+08;10000;10000;-0.00119721;-0.0014055
1.79328e+08;10000;10000;-0.00145559;-0.00142733
1.85596e+08;10000;10000;-0.00173794;-0.00141814
1.92083e+08;10000;10000;-0.00204072;-0.00137198
1.98796e+08;10000;10000;-0.00235896;-0.00128329
2.05745e+08;10000;10000;-0.0026863;-0.0011473
2.12936e+08;10000;10000;-0.00301516;-0.000960435
2.20379e+08;10000;10000;-0.00333698;-0.00072059
2.28081e+08;10000;10000;-0.00364261;-0.000427446
2.36053e+08;10000;10000;-0.00392274;-8.25967e-05
2.44304e+08;10000;10000;-0.00416836;0.000310419
2.52843e+08;10000;10000;-0.00437128;0.000746228
2.61681e+08;10000;10000;-0.00452451;0.00121786
2.70827e+08;10000;10000;-0.00462262;0.00171712
2.80293e+08;10000;10000;-0.00466195;0.00223495
2.9009e+08;10000;10000;-0.00464071;0.00276194
3.00229e+08;10000;10000;-0.00455898;0.00328875
3.10723e+08;10000;10000;-0.00441853;0.0038065
3.21584e+08;10000;10000;-0.00422262;0.0043071
3.32824e+08;10000;10000;-0.00397573;0.0047835
3.44457e+08;10000;10000;-0.00368323;0.00522986
3.56497e+08;10000;10000;-0.00335106;0.00564158
3.68957e+08;10000;10000;-0.0029855;0.00601534
3.81853e+08;10000;10000;-0.00259283;0.00634898
3.952e+08;10000;10000;-0.0021792;0.00664145
4.09013e+08;10000;10000;-0.00175041;0.00689263
4.23309e+08;10000;10000;-0.00131182;0.0071032
4.38105e+08;10000;10000;-0.00086826;0.00727447
4.53418e+08;10000;10000;-0.000423993;0.00740824
4.69266e+08;10000;10000;1.72824e-05;0.00750671
4.85668e+08;10000;10000;0.000452437;0.00757228
5.02643e+08;10000;10000;0.000878872;0.00760751
5.20212e+08;10000;10000;0.00129448;0.00761503
5.38394e+08;10000;10000;0.00169762;0.00759745
5.57212e+08;10000;10000;0.00208702;0.00755733
5.76688e+08;10000;10000;0.00246179;0.00749712
5.96845e+08;10000;10000;0.00282131;0.00741916
6.17706e+08;10000;10000;0.00316525;0.00732565
6.39297e+08;10000;10000;0.00349347;0.00721863
6.61642e+08;10000;10000;0.00380602;0.00709998
6.84768e+08;10000;10000;0.0041031;0.00697143
7.08702e+08;10000;10000;0.00438502;0.00683456
7.33473e+08;10000;10000;0.00465219;0.00669079
7.5911e+08;10000;10000;0.00490508;0.00654141
7.85643e+08;10000;10000;0.00514424;0.00638758
8.13103e+08;10000;10000;0.00537024;0.00623032
8.41523e+08;10000;10000;0.00558367;0.00607056
8.70936e+08;10000;10000;0.00578516;0.00590912
9.01377e+08;10000;10000;0.00597534;0.0057467
9.32883e+08;10000;10000;0.00615484;0.00558396
9.65489e+08;10000;10000;0.00632431;0.00542145
9.99236e+08;10000;10000;0.00648437;0.00525965
1.03416e+09;10000;10000;0.00663567;0.00509898
1.07031e+09;10000;10000;0.00677882;0.00493982
1.10772e+09;10000;10000;0.00691445;0.00478246
1.14644e+09;10000;10000;0.00704319;0.00462718
1.18651e+09;10000;10000;0.00716567;0.00447419
1.22798e+09;10000;10000;0.00728251;0.00432368
1.2709e+09;10000;10000;0.00739435;0.00417577
1.31532e+09;10000;10000;0.00750186;0.00403055
1.36129e+09;10000;10000;0.00760571;0.00388809
1.40887e+09;10000;10000;0.00770662;0.00374837
1.45812e+09;10000;10000;0.00780535;0.00361132
1.50908e+09;10000;10000;0.00790269;0.00347683
1.56183e+09;10000;10000;0.00799953;0.00334466
1.61642e+09;10000;10000;0.00809679;0.00321446
1.67292e+09;10000;10000;0.00819552;0.00308572
1.73139e+09;10000;10000;0.00829679;0.00295771
1.79191e+09;10000;10000;0.00840181;0.00282944
1.85454e+09;10000;10000;0.00851176;0.00269951
1.91936e+09;10000;10000;0.00862783;0.00256603
1.98644e+09;10000;10000;0.00875103;0.00242651
2.05587e+09;10000;10000;0.00888197;0.00227768
2.12773e+09;10000;10000;0.00902051;0.00211545
2.2021e+09;10000;10000;0.0091653;0.00193493
2.27907e+09;10000;10000;0.00931309;0.00173075
2.35873e+09;10000;10000;0.00945813;0.00149777
2.44117e+09;10000;10000;0.00959181;0.00123233
2.5265e+09;10000;10000;0.00970299;0.000933991
2.61481e+09;10000;10000;0.00977953;0.000607138
2.7062e+09;10000;10000;0.00981096;0.000261751
2.80079e+09;10000;10000;0.00979158;-8.77305e-05
2.89868e+09;10000;10000;0.00972241;-0.000425396
3e+09;10000;10000;0.00961106;-0.000737604
