"frequency";"R1";"R2";"r S21";"i S21"
1.07113e+08;50;10000;-75.965;0
1.10857e+08;50;10000;-74.6077;0
1.14731e+08;50;10000;-73.2766;0
1.18741e+08;50;10000;-71.9762;0
1.22892e+08;50;10000;-70.7114;0
1.27187e+08;50;10000;-69.488;0
1.31633e+08;50;10000;-68.3119;0
1.36233e+08;50;10000;-67.1897;0
1.40995e+08;50;10000;-66.128;0
1.45923e+08;50;10000;-65.1335;0
1.51024e+08;50;10000;-64.2124;0
1.56302e+08;50;10000;-63.3702;0
1.61765e+08;50;10000;-62.6115;0
1.6742e+08;50;10000;-61.9394;0
1.73271e+08;50;10000;-61.3554;0
1.79328e+08;50;10000;-60.8595;0
1.85596e+08;50;10000;-60.4497;0
1.92083e+08;50;10000;-60.1226;0
1.98796e+08;50;10000;-59.8735;0
2.05745e+08;50;10000;-59.6966;0
2.12936e+08;50;10000;-59.5856;0
2.20379e+08;50;10000;-59.5337;0
2.28081e+08;50;10000;-59.5343;0
2.36053e+08;50;10000;-59.5809;0
2.44304e+08;50;10000;-59.6674;0
2.52843e+08;50;10000;-59.7882;0
2.61681e+08;50;10000;-59.9384;0
2.70827e+08;50;10000;-60.1134;0
2.80293e+08;50;10000;-60.3096;0
2.9009e+08;50;10000;-60.5235;0
3.00229e+08;50;10000;-60.7523;0
3.10723e+08;50;10000;-60.9936;0
3.21584e+08;50;10000;-61.2455;0
3.32824e+08;50;10000;-61.5061;0
3.44457e+08;50;10000;-61.7741;0
3.56497e+08;50;10000;-62.0483;0
3.68957e+08;50;10000;-62.3278;0
3.81853e+08;50;10000;-62.6117;0
3.952e+08;50;10000;-62.8995;0
4.09013e+08;50;10000;-63.1905;0
4.23309e+08;50;10000;-63.4845;0
4.38105e+08;50;10000;-63.7809;0
4.53418e+08;50;10000;-64.0796;0
4.69266e+08;50;10000;-64.3804;0
4.85668e+08;50;10000;-64.6831;0
5.02643e+08;50;10000;-64.9875;0
5.20212e+08;50;10000;-65.2937;0
5.38394e+08;50;10000;-65.6015;0
5.57212e+08;50;10000;-65.911;0
5.76688e+08;50;10000;-66.2222;0
5.96845e+08;50;10000;-66.535;0
6.17706e+08;50;10000;-66.8496;0
6.39297e+08;50;10000;-67.1661;0
6.61642e+08;50;10000;-67.4845;0
6.84768e+08;50;10000;-67.805;0
7.08702e+08;50;10000;-68.1277;0
7.33473e+08;50;10000;-68.4529;0
7.5911e+08;50;10000;-68.7807;0
7.85643e+08;50;10000;-69.1113;0
8.13103e+08;50;10000;-69.4452;0
8.41523e+08;50;10000;-69.7825;0
8.70936e+08;50;10000;-70.1237;0
9.01377e+08;50;10000;-70.4691;0
9.32883e+08;50;10000;-70.8194;0
9.65489e+08;50;10000;-71.1749;0
9.99236e+08;50;10000;-71.5365;0
1.03416e+09;50;10000;-71.9047;0
1.07031e+09;50;10000;-72.2806;0
1.10772e+09;50;10000;-72.6652;0
1.14644e+09;50;10000;-73.0596;0
1.18651e+09;50;10000;-73.4653;0
1.22798e+09;50;10000;-73.884;0
1.2709e+09;50;10000;-74.3177;0
1.31532e+09;50;10000;-74.7688;0
1.36129e+09;50;10000;-75.2404;0
1.40887e+09;50;10000;-75.7358;0
1.45812e+09;50;10000;-76.2597;0
1.50908e+09;50;10000;-76.8172;0
1.56183e+09;50;10000;-77.4152;0
1.61642e+09;50;10000;-78.0621;0
1.67292e+09;50;10000;-78.7685;0
1.73139e+09;50;10000;-79.5483;0
1.79191e+09;50;10000;-80.4191;0
1.85454e+09;50;10000;-81.4042;0
1.91936e+09;50;10000;-82.5345;0
1.98644e+09;50;10000;-83.8518;0
2.05587e+09;50;10000;-85.4131;0
2.12773e+09;50;10000;-87.2975;0
2.2021e+09;50;10000;-89.6121;0
2.27907e+09;50;10000;-92.4828;0
2.35873e+09;50;10000;-95.9209;0
2.44117e+09;50;10000;-99.0934;0
2.5265e+09;50;10000;-99.8474;0
2.61481e+09;50;10000;-98.8901;0
2.7062e+09;50;10000;-98.2423;0
2.80079e+09;50;10000;-98.1751;0
2.89868e+09;50;10000;-97.9547;0
3e+09;50;10000;-96.6374;0
1e+08;10000;10000;-74.047;0
1.03495e+08;10000;10000;-72.9195;0
1.07113e+08;10000;10000;-71.8064;0
1.10857e+08;10000;10000;-70.7097;0
1.14731e+08;10000;10000;-69.6318;0
1.18741e+08;10000;10000;-68.5753;0
1.22892e+08;10000;10000;-67.5432;0
1.27187e+08;10000;10000;-66.539;0
1.31633e+08;10000;10000;-65.5663;0
1.36233e+08;10000;10000;-64.6289;0
1.40995e+08;10000;10000;-63.7308;0
1.45923e+08;10000;10000;-62.8762;0
1.51024e+08;10000;10000;-62.0689;0
1.56302e+08;10000;10000;-61.3125;0
1.61765e+08;10000;10000;-60.6101;0
1.6742e+08;10000;10000;-59.964;0
1.73271e+08;10000;10000;-59.3759;0
1.79328e+08;10000;10000;-58.8466;0
1.85596e+08;10000;10000;-58.3758;0
1.92083e+08;10000;10000;-57.9625;0
1.98796e+08;10000;10000;-57.605;0
2.05745e+08;10000;10000;-57.3011;0
2.12936e+08;10000;10000;-57.0479;0
2.20379e+08;10000;10000;-56.8425;0
2.28081e+08;10000;10000;-56.6817;0
2.36053e+08;10000;10000;-56.5623;0
2.44304e+08;10000;10000;-56.4812;0
2.52843e+08;10000;10000;-56.4354;0
2.61681e+08;10000;10000;-56.422;0
2.70827e+08;10000;10000;-56.4385;0
2.80293e+08;10000;10000;-56.4822;0
2.9009e+08;10000;10000;-56.5509;0
3.00229e+08;10000;10000;-56.6423;0
3.10723e+08;10000;10000;-56.7546;0
3.21584e+08;10000;10000;-56.8859;0
3.32824e+08;10000;10000;-57.0345;0
3.44457e+08;10000;10000;-57.1987;0
3.56497e+08;10000;10000;-57.3773;0
3.68957e+08;10000;10000;-57.5688;0
3.81853e+08;10000;10000;-57.7721;0
3.952e+08;10000;10000;-57.986;0
4.09013e+08;10000;10000;-58.2097;0
4.23309e+08;10000;10000;-58.4423;0
4.38105e+08;10000;10000;-58.6828;0
4.53418e+08;10000;10000;-58.9307;0
4.69266e+08;10000;10000;-59.1852;0
4.85668e+08;10000;10000;-59.4459;0
5.02643e+08;10000;10000;-59.7122;0
5.20212e+08;10000;10000;-59.9837;0
5.38394e+08;10000;10000;-60.2601;0
5.57212e+08;10000;10000;-60.5409;0
5.76688e+08;10000;10000;-60.826;0
5.96845e+08;10000;10000;-61.1152;0
6.17706e+08;10000;10000;-61.4082;0
6.39297e+08;10000;10000;-61.7049;0
6.61642e+08;10000;10000;-62.0053;0
6.84768e+08;10000;10000;-62.3093;0
7.08702e+08;10000;10000;-62.617;0
7.33473e+08;10000;10000;-62.9282;0
7.5911e+08;10000;10000;-63.2432;0
7.85643e+08;10000;10000;-63.562;0
8.13103e+08;10000;10000;-63.8849;0
8.41523e+08;10000;10000;-64.212;0
8.70936e+08;10000;10000;-64.5436;0
9.01377e+08;10000;10000;-64.8801;0
9.32883e+08;10000;10000;-65.2218;0
9.65489e+08;10000;10000;-65.5693;0
9.99236e+08;10000;10000;-65.9231;0
1.03416e+09;10000;10000;-66.284;0
1.07031e+09;10000;10000;-66.6527;0
1.10772e+09;10000;10000;-67.0302;0
1.14644e+09;10000;10000;-67.4176;0
1.18651e+09;10000;10000;-67.8163;0
1.22798e+09;10000;10000;-68.228;0
1.2709e+09;10000;10000;-68.6546;0
1.31532e+09;10000;10000;-69.0984;0
1.36129e+09;10000;10000;-69.5622;0
1.40887e+09;10000;10000;-70.0497;0
1.45812e+09;10000;10000;-70.5649;0
1.50908e+09;10000;10000;-71.1133;0
1.56183e+09;10000;10000;-71.7015;0
1.61642e+09;10000;10000;-72.3376;0
1.67292e+09;10000;10000;-73.0323;0
1.73139e+09;10000;10000;-73.7991;0
1.79191e+09;10000;10000;-74.6556;0
1.85454e+09;10000;10000;-75.6249;0
1.91936e+09;10000;10000;-76.7378;0
1.98644e+09;10000;10000;-78.036;0
2.05587e+09;10000;10000;-79.5765;0
2.12773e+09;10000;10000;-81.4386;0
2.2021e+09;10000;10000;-83.7298;0
2.27907e+09;10000;10000;-86.5768;0
2.35873e+09;10000;10000;-89.9922;0
2.44117e+09;10000;10000;-93.1445;0
2.5265e+09;10000;10000;-93.8827;0
2.61481e+09;10000;10000;-92.9163;0
2.7062e+09;10000;10000;-92.2674;0
2.80079e+09;10000;10000;-92.2083;0
2.89868e+09;10000;10000;-92.0046;0
3e+09;10000;10000;-90.7115;0
