"frequency";"R1";"R2";"r S[4,1]";"i S[4,1]"
8.70936e+08;10000;1;6.39856e-05;-0.000345066
9.01377e+08;10000;1;5.32547e-05;-0.000334513
9.32883e+08;10000;1;4.31497e-05;-0.000323976
9.65489e+08;10000;1;3.36334e-05;-0.000313473
9.99236e+08;10000;1;2.46697e-05;-0.000303018
1.03416e+09;10000;1;1.62244e-05;-0.00029262
1.07031e+09;10000;1;8.26512e-06;-0.000282285
1.10772e+09;10000;1;7.61248e-07;-0.000272015
1.14644e+09;10000;1;-6.31575e-06;-0.000261809
1.18651e+09;10000;1;-1.29923e-05;-0.000251664
1.22798e+09;10000;1;-1.92924e-05;-0.000241571
1.2709e+09;10000;1;-2.52377e-05;-0.00023152
1.31532e+09;10000;1;-3.08467e-05;-0.000221496
1.36129e+09;10000;1;-3.61346e-05;-0.000211481
1.40887e+09;10000;1;-4.11125e-05;-0.000201454
1.45812e+09;10000;1;-4.57868e-05;-0.000191387
1.50908e+09;10000;1;-5.01577e-05;-0.000181251
1.56183e+09;10000;1;-5.4218e-05;-0.00017101
1.61642e+09;10000;1;-5.79507e-05;-0.000160627
1.67292e+09;10000;1;-6.13271e-05;-0.000150058
1.73139e+09;10000;1;-6.43027e-05;-0.000139259
1.79191e+09;10000;1;-6.68136e-05;-0.000128182
1.85454e+09;10000;1;-6.87717e-05;-0.000116789
1.91936e+09;10000;1;-7.0059e-05;-0.000105045
1.98644e+09;10000;1;-7.05232e-05;-9.29425e-05
2.05587e+09;10000;1;-6.99743e-05;-8.05061e-05
2.12773e+09;10000;1;-6.81873e-05;-6.782e-05
2.2021e+09;10000;1;-6.49137e-05;-5.50535e-05
2.27907e+09;10000;1;-5.99109e-05;-4.24904e-05
2.35873e+09;10000;1;-5.29923e-05;-3.05505e-05
2.44117e+09;10000;1;-4.41025e-05;-1.97877e-05
2.5265e+09;10000;1;-3.34017e-05;-1.08428e-05
2.61481e+09;10000;1;-2.1331e-05;-4.33743e-06
2.7062e+09;10000;1;-8.61078e-06;-7.22649e-07
2.80079e+09;10000;1;3.85819e-06;-1.33038e-07
2.89868e+09;10000;1;1.51759e-05;-2.31737e-06
3e+09;10000;1;2.46377e-05;-6.69018e-06
1e+08;50;10000;-0.000251393;0.000587261
1.03495e+08;50;10000;-0.00023172;0.000640316
1.07113e+08;50;10000;-0.000205688;0.000695294
1.10857e+08;50;10000;-0.000172458;0.000751532
1.14731e+08;50;10000;-0.000131204;0.00080814
1.18741e+08;50;10000;-8.11715e-05;0.000863978
1.22892e+08;50;10000;-2.17447e-05;0.000917631
1.27187e+08;50;10000;4.74692e-05;0.000967413
1.31633e+08;50;10000;0.00012654;0.00101139
1.36233e+08;50;10000;0.000215109;0.00104744
1.40995e+08;50;10000;0.000312297;0.00107337
1.45923e+08;50;10000;0.000416638;0.00108705
1.51024e+08;50;10000;0.000526057;0.00108658
1.56302e+08;50;10000;0.000637923;0.00107056
1.61765e+08;50;10000;0.000749178;0.00103819
1.6742e+08;50;10000;0.000856539;0.00098949
1.73271e+08;50;10000;0.000956754;0.000925308
1.79328e+08;50;10000;0.00104687;0.00084732
1.85596e+08;50;10000;0.00112448;0.000757877
1.92083e+08;50;10000;0.00118787;0.000659799
1.98796e+08;50;10000;0.00123613;0.000556123
2.05745e+08;50;10000;0.00126912;0.000449861
2.12936e+08;50;10000;0.00128737;0.000343788
2.20379e+08;50;10000;0.00129196;0.000240296
2.28081e+08;50;10000;0.00128432;0.000141311
2.36053e+08;50;10000;0.00126609;4.82754e-05
2.44304e+08;50;10000;0.00123898;-3.78274e-05
2.52843e+08;50;10000;0.00120468;-0.000116421
2.61681e+08;50;10000;0.00116474;-0.000187265
2.70827e+08;50;10000;0.00112059;-0.000250381
2.80293e+08;50;10000;0.00107345;-0.00030599
2.9009e+08;50;10000;0.00102439;-0.000354447
3.00229e+08;50;10000;0.00097428;-0.000396195
3.10723e+08;50;10000;0.000923851;-0.00043173
3.21584e+08;50;10000;0.000873686;-0.000461566
3.32824e+08;50;10000;0.000824247;-0.000486218
3.44457e+08;50;10000;0.000775889;-0.000506189
3.56497e+08;50;10000;0.000728883;-0.000521955
3.68957e+08;50;10000;0.000683425;-0.000533963
3.81853e+08;50;10000;0.000639655;-0.000542631
3.952e+08;50;10000;0.000597661;-0.000548338
4.09013e+08;50;10000;0.000557496;-0.000551434
4.23309e+08;50;10000;0.00051918;-0.000552234
4.38105e+08;50;10000;0.00048271;-0.000551025
4.53418e+08;50;10000;0.000448064;-0.000548064
4.69266e+08;50;10000;0.000415205;-0.000543581
4.85668e+08;50;10000;0.000384087;-0.000537784
5.02643e+08;50;10000;0.000354654;-0.000530857
5.20212e+08;50;10000;0.000326845;-0.000522965
5.38394e+08;50;10000;0.000300596;-0.000514254
5.57212e+08;50;10000;0.000275839;-0.000504854
5.76688e+08;50;10000;0.000252507;-0.000494881
5.96845e+08;50;10000;0.000230531;-0.000484437
6.17706e+08;50;10000;0.000209844;-0.000473612
6.39297e+08;50;10000;0.000190378;-0.000462484
6.61642e+08;50;10000;0.000172069;-0.000451124
6.84768e+08;50;10000;0.000154852;-0.000439592
7.08702e+08;50;10000;0.000138668;-0.000427941
7.33473e+08;50;10000;0.000123456;-0.000416218
7.5911e+08;50;10000;0.000109159;-0.00040446
7.85643e+08;50;10000;9.57238e-05;-0.000392703
8.13103e+08;50;10000;8.30976e-05;-0.000380975
8.41523e+08;50;10000;7.1231e-05;-0.000369299
8.70936e+08;50;10000;6.00767e-05;-0.000357695
9.01377e+08;50;10000;4.95898e-05;-0.000346179
9.32883e+08;50;10000;3.97278e-05;-0.000334763
9.65489e+08;50;10000;3.04506e-05;-0.000323455
9.99236e+08;50;10000;2.17203e-05;-0.00031226
1.03416e+09;50;10000;1.35012e-05;-0.000301181
1.07031e+09;50;10000;5.75988e-06;-0.000290217
1.10772e+09;50;10000;-1.53466e-06;-0.000279366
1.14644e+09;50;10000;-8.41118e-06;-0.00026862
1.18651e+09;50;10000;-1.4896e-05;-0.000257971
1.22798e+09;50;10000;-2.10128e-05;-0.000247406
1.2709e+09;50;10000;-2.67826e-05;-0.000236913
1.31532e+09;50;10000;-3.22229e-05;-0.000226471
1.36129e+09;50;10000;-3.7348e-05;-0.000216061
1.40887e+09;50;10000;-4.21677e-05;-0.000205657
1.45812e+09;50;10000;-4.66867e-05;-0.000195232
1.50908e+09;50;10000;-5.09034e-05;-0.000184753
1.56183e+09;50;10000;-5.48087e-05;-0.000174184
1.61642e+09;50;10000;-5.83834e-05;-0.000163487
1.67292e+09;50;10000;-6.15966e-05;-0.000152619
1.73139e+09;50;10000;-6.44016e-05;-0.000141537
1.79191e+09;50;10000;-6.6733e-05;-0.000130197
1.85454e+09;50;10000;-6.8502e-05;-0.000118564
1.91936e+09;50;10000;-6.95919e-05;-0.000106612
1.98644e+09;50;10000;-6.98548e-05;-9.43373e-05
2.05587e+09;50;10000;-6.91095e-05;-8.17747e-05
2.12773e+09;50;10000;-6.71461e-05;-6.90141e-05
2.2021e+09;50;10000;-6.37381e-05;-5.62253e-05
2.27907e+09;50;10000;-5.86707e-05;-4.36823e-05
2.35873e+09;50;10000;-5.1786e-05;-3.1778e-05
2.44117e+09;50;10000;-4.30474e-05;-2.1019e-05
2.5265e+09;50;10000;-3.26094e-05;-1.19817e-05
2.61481e+09;50;10000;-2.08686e-05;-5.22179e-06
2.7062e+09;50;10000;-8.46106e-06;-1.14963e-06
2.80079e+09;50;10000;3.81733e-06;9.0388e-08
2.89868e+09;50;10000;1.51567e-05;-1.3187e-06
3e+09;50;10000;2.48939e-05;-4.8985e-06
1e+08;10000;10000;0.000428092;0.00100991
1.03495e+08;10000;10000;0.000479672;0.00102685
1.07113e+08;10000;10000;0.000533976;0.00104143
1.10857e+08;10000;10000;0.000590975;0.00105333
1.14731e+08;10000;10000;0.000650605;0.00106219
1.18741e+08;10000;10000;0.000712761;0.00106762
1.22892e+08;10000;10000;0.000777289;0.00106923
1.27187e+08;10000;10000;0.000843982;0.00106662
1.31633e+08;10000;10000;0.00091257;0.00105935
1.36233e+08;10000;10000;0.000982717;0.00104703
1.40995e+08;10000;10000;0.00105401;0.00102924
1.45923e+08;10000;10000;0.00112596;0.00100561
1.51024e+08;10000;10000;0.001198;0.000975809
1.56302e+08;10000;10000;0.00126947;0.000939557
1.61765e+08;10000;10000;0.00133965;0.000896654
1.6742e+08;10000;10000;0.00140775;0.000846992
1.73271e+08;10000;10000;0.00147293;0.00079058
1.79328e+08;10000;10000;0.00153429;0.000727554
1.85596e+08;10000;10000;0.00159097;0.000658192
1.92083e+08;10000;10000;0.00164207;0.000582923
1.98796e+08;10000;10000;0.00168679;0.000502323
2.05745e+08;10000;10000;0.00172438;0.000417114
2.12936e+08;10000;10000;0.00175419;0.000328144
2.20379e+08;10000;10000;0.00177575;0.000236373
2.28081e+08;10000;10000;0.0017887;0.000142838
2.36053e+08;10000;10000;0.00179288;4.86241e-05
2.44304e+08;10000;10000;0.0017883;-4.51715e-05
2.52843e+08;10000;10000;0.00177514;-0.000137476
2.61681e+08;10000;10000;0.00175377;-0.000227276
2.70827e+08;10000;10000;0.00172468;-0.000313644
2.80293e+08;10000;10000;0.00168851;-0.000395767
2.9009e+08;10000;10000;0.00164598;-0.000472963
3.00229e+08;10000;10000;0.00159787;-0.000544687
3.10723e+08;10000;10000;0.00154503;-0.000610539
3.21584e+08;10000;10000;0.00148828;-0.000670258
3.32824e+08;10000;10000;0.00142845;-0.000723715
3.44457e+08;10000;10000;0.00136634;-0.000770898
3.56497e+08;10000;10000;0.00130268;-0.000811897
3.68957e+08;10000;10000;0.00123815;-0.00084689
3.81853e+08;10000;10000;0.00117336;-0.000876124
3.952e+08;10000;10000;0.00110884;-0.000899896
4.09013e+08;10000;10000;0.00104505;-0.000918545
4.23309e+08;10000;10000;0.000982383;-0.000932431
4.38105e+08;10000;10000;0.000921162;-0.000941929
4.53418e+08;10000;10000;0.000861645;-0.000947415
4.69266e+08;10000;10000;0.000804032;-0.000949261
4.85668e+08;10000;10000;0.000748476;-0.000947829
5.02643e+08;10000;10000;0.000695081;-0.000943464
5.20212e+08;10000;10000;0.000643917;-0.000936496
5.38394e+08;10000;10000;0.000595017;-0.00092723
5.57212e+08;10000;10000;0.000548391;-0.000915951
5.76688e+08;10000;10000;0.000504021;-0.000902923
5.96845e+08;10000;10000;0.000461875;-0.000888385
6.17706e+08;10000;10000;0.000421903;-0.000872557
6.39297e+08;10000;10000;0.000384045;-0.000855637
6.61642e+08;10000;10000;0.000348231;-0.000837803
6.84768e+08;10000;10000;0.000314387;-0.000819215
7.08702e+08;10000;10000;0.000282431;-0.000800013
7.33473e+08;10000;10000;0.00025228;-0.000780325
7.5911e+08;10000;10000;0.00022385;-0.000760261
7.85643e+08;10000;10000;0.000197056;-0.000739918
8.13103e+08;10000;10000;0.000171813;-0.000719379
8.41523e+08;10000;10000;0.000148037;-0.000698717
8.70936e+08;10000;10000;0.000125647;-0.000677994
9.01377e+08;10000;10000;0.000104565;-0.000657261
9.32883e+08;10000;10000;8.47122e-05;-0.000636561
9.65489e+08;10000;10000;6.60163e-05;-0.000615927
9.99236e+08;10000;10000;4.84062e-05;-0.000595387
1.03416e+09;10000;10000;3.18148e-05;-0.000574958
1.07031e+09;10000;10000;1.61783e-05;-0.000554653
1.10772e+09;10000;10000;1.43662e-06;-0.000534476
1.14644e+09;10000;10000;-1.24664e-05;-0.000514425
1.18651e+09;10000;10000;-2.55825e-05;-0.000494492
1.22798e+09;10000;10000;-3.79593e-05;-0.000474663
1.2709e+09;10000;10000;-4.96389e-05;-0.000454916
1.31532e+09;10000;10000;-6.06579e-05;-0.000435223
1.36129e+09;10000;10000;-7.10461e-05;-0.000415547
1.40887e+09;10000;10000;-8.08256e-05;-0.000395846
1.45812e+09;10000;10000;-9.00087e-05;-0.000376068
1.50908e+09;10000;10000;-9.85959e-05;-0.000356155
1.56183e+09;10000;10000;-0.000106573;-0.000336036
1.61642e+09;10000;10000;-0.000113907;-0.000315637
1.67292e+09;10000;10000;-0.000120542;-0.000294872
1.73139e+09;10000;10000;-0.000126389;-0.000273655
1.79191e+09;10000;10000;-0.000131325;-0.000251893
1.85454e+09;10000;10000;-0.000135174;-0.000229507
1.91936e+09;10000;10000;-0.000137706;-0.000206434
1.98644e+09;10000;10000;-0.000138621;-0.000182652
2.05587e+09;10000;10000;-0.000137546;-0.000158214
2.12773e+09;10000;10000;-0.000134038;-0.000133284
2.2021e+09;10000;10000;-0.000127607;-0.000108194
2.27907e+09;10000;10000;-0.000117777;-8.35022e-05
2.35873e+09;10000;10000;-0.000104179;-6.00339e-05
2.44117e+09;10000;10000;-8.67049e-05;-3.88789e-05
2.5265e+09;10000;10000;-6.56685e-05;-2.12978e-05
2.61481e+09;10000;10000;-4.19375e-05;-8.51382e-06
2.7062e+09;10000;10000;-1.69289e-05;-1.41455e-06
2.80079e+09;10000;10000;7.58504e-06;-2.64684e-07
2.89868e+09;10000;10000;2.9834e-05;-4.56983e-06
3e+09;10000;10000;4.84318e-05;-1.31781e-05
